high_csat,wait_minutes,order_to_issue_minutes,connected_handling_time,log_item_price,channel_name,category,Sub-category,Product_category,Agent Shift,Tenure Bucket,Customer_City
1,11.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Evening,0-30,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Split,>90,Unknown
0,0.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,7.549609165154532,Inbound,Returns,Service Centres Related,Home Appliences,Morning,>90,Other
1,13.0,21784.0,427.0,6.907755278982137,Inbound,Order Related,Delayed,Electronics,Evening,31-60,Other
0,1.0,10540.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Electronics,Morning,>90,Other
1,8.0,29089.0,427.0,7.690286020676768,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Evening,61-90,Other
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Split,>90,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,On Job Training,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,0-30,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,86.0,12614.5,427.0,6.597145701886651,Outcall,Payments related,Online Payment Issues,Unknown,Morning,>90,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Morning,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,0-30,Unknown
1,9.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Evening,On Job Training,Unknown
1,33.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Morning,On Job Training,Unknown
1,125.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,>90,Unknown
1,11.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Split,>90,Unknown
1,5.0,8919.0,427.0,6.4692503167957724,Inbound,Order Related,Delayed,Electronics,Morning,On Job Training,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,0-30,Unknown
0,13.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,>90,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,On Job Training,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,0-30,Unknown
0,2.0,12614.5,427.0,6.597145701886651,Email,Returns,Service Centres Related,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,On Job Training,Unknown
0,4.0,12743.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Evening,31-60,Other
0,5.0,18687.0,427.0,5.886104031450156,Inbound,Order Related,Delayed,Books & General merchandise,Evening,On Job Training,Other
0,63.0,11100.0,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Electronics,Afternoon,>90,Other
1,1.0,12407.0,427.0,6.184148890937483,Email,Order Related,Delayed,Home,Morning,31-60,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,31-60,Unknown
0,17.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,General Enquiry,Unknown,Evening,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Online Payment Issues,Unknown,Morning,31-60,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Email,Order Related,Installation/demo,Unknown,Evening,0-30,Unknown
1,8.0,17364.0,427.0,5.739792912179234,Inbound,Refund Related,Refund Related Issues,Books & General merchandise,Night,61-90,Other
1,1.0,19247.0,427.0,5.41610040220442,Inbound,Returns,Missing,Electronics,Split,>90,Other
1,3.0,5182.0,427.0,7.673223121121708,Inbound,Order Related,Order status enquiry,Books & General merchandise,Morning,On Job Training,Other
1,2.0,5825.0,427.0,6.84587987526405,Inbound,Order Related,Delayed,LifeStyle,Morning,On Job Training,Other
1,8.0,2455.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Morning,On Job Training,Other
0,0.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,31-60,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,61-90,Unknown
0,8.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Evening,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,>90,Unknown
0,96.0,58619.0,427.0,5.703782474656201,Inbound,Refund Related,Refund Related Issues,LifeStyle,Evening,61-90,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Priority delivery,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Evening,0-30,Unknown
1,103.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,>90,Unknown
0,2.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Evening,On Job Training,Unknown
0,36.0,12614.5,427.0,6.597145701886651,Outcall,Product Queries,Product Specific Information,Unknown,Morning,On Job Training,Unknown
1,2.0,10032.0,427.0,5.71042701737487,Inbound,Returns,Other,Books & General merchandise,Morning,31-60,Other
1,4.0,4185.0,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Mobile,Morning,>90,Other
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Evening,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,4.0,38974.0,427.0,8.986071187374463,Inbound,Order Related,Delayed,Other,Morning,0-30,Other
1,3.0,18577.0,427.0,5.991464547107982,Email,Refund Related,Refund Related Issues,Electronics,Morning,On Job Training,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Seller Cancelled Order,Unknown,Morning,0-30,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Other,Unknown,Morning,0-30,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Evening,0-30,Unknown
1,5.0,11761.0,427.0,7.313220387090301,Inbound,Returns,Return request,Electronics,Afternoon,31-60,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Morning,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,18.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,101.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Evening,0-30,Unknown
1,4.0,22088.0,427.0,5.579729825986222,Inbound,Order Related,Delayed,Books & General merchandise,Evening,On Job Training,Other
1,4.0,9148.0,427.0,7.313220387090301,Inbound,Returns,Fraudulent User,Electronics,Evening,31-60,Other
1,4.0,11951.0,427.0,5.733341276897746,Outcall,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,On Job Training,Other
1,11.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Morning,0-30,Unknown
0,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,10.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Afternoon,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Morning,>90,Unknown
1,83.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Afternoon,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Evening,On Job Training,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Afternoon,>90,Unknown
1,13.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Morning,On Job Training,Unknown
1,0.0,9767.0,427.0,7.3777589082278725,Inbound,Order Related,Delayed,LifeStyle,Evening,61-90,Other
1,4.0,6287.0,427.0,7.313220387090301,Inbound,Order Related,Delayed,Electronics,Evening,31-60,Other
1,1.0,17715.0,427.0,7.170119543449628,Inbound,Returns,Return request,Electronics,Morning,61-90,Other
1,4.0,14475.0,427.0,7.862112211662748,Inbound,Returns,Reverse Pickup Enquiry,Books & General merchandise,Morning,31-60,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Split,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Priority delivery,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Outcall,Payments related,Other,Unknown,Evening,61-90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,60.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,78.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,39.0,11088.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Evening,61-90,Other
0,5.0,10032.0,427.0,5.204006687076795,Inbound,Order Related,Delayed,Books & General merchandise,Morning,On Job Training,Other
0,4.0,8279.0,427.0,6.214608098422191,Outcall,Returns,Reverse Pickup Enquiry,LifeStyle,Evening,61-90,Other
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Morning,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,56.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,>90,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Other,Unknown,Evening,On Job Training,Unknown
1,13.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,On Job Training,Unknown
0,2.0,4987.0,427.0,8.986071187374463,Inbound,Order Related,Order status enquiry,Books & General merchandise,Morning,On Job Training,Other
0,4.0,7333.0,427.0,5.976350909297934,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Morning,0-30,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,>90,Unknown
0,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Unknown,Evening,On Job Training,Unknown
1,15.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Evening,61-90,Unknown
1,15.0,12614.5,427.0,6.597145701886651,Outcall,Cancellation,Not Needed,Unknown,Morning,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Outcall,Cancellation,Other,Unknown,Afternoon,0-30,Unknown
1,43.0,12614.5,427.0,6.597145701886651,Outcall,Cancellation,Other,Unknown,Afternoon,0-30,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,On Job Training,Unknown
0,60.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,31-60,Unknown
0,4.0,6886.0,427.0,5.075173815233827,Inbound,Returns,Missing,Books & General merchandise,Evening,31-60,Other
1,4.0,3121.0,427.0,7.313220387090301,Inbound,Returns,Fraudulent User,Electronics,Morning,>90,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,61-90,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Service Centres Related,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Evening,On Job Training,Unknown
1,16.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,On Job Training,Unknown
1,2.0,15364.0,427.0,8.444837529224097,Inbound,Order Related,Priority delivery,Books & General merchandise,Morning,0-30,Other
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Split,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Exchange / Replacement,Unknown,Morning,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Evening,31-60,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,20.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Split,>90,Unknown
1,11.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Evening,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Evening,31-60,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,0-30,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Fraudulent User,Unknown,Morning,31-60,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Order status enquiry,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Email,Order Related,Invoice request,Unknown,Evening,31-60,Unknown
1,9.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,0-30,Unknown
0,9.0,12614.5,427.0,6.597145701886651,Email,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
0,8.0,16071.0,427.0,6.040254711277414,Inbound,Feedback,UnProfessional Behaviour,LifeStyle,Evening,31-60,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,Other,Unknown,Split,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,>90,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Night,31-60,Unknown
0,22.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
0,6.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,61-90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,On Job Training,Unknown
1,13.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Online Payment Issues,Unknown,Morning,On Job Training,Unknown
1,30.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Split,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Night,61-90,Unknown
1,3.0,28464.0,427.0,5.991464547107982,Inbound,Feedback,UnProfessional Behaviour,LifeStyle,Evening,On Job Training,Other
1,4.0,14408.0,427.0,9.047821442478408,Inbound,Order Related,Delayed,Books & General merchandise,Night,61-90,Other
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Evening,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,16.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Morning,0-30,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Evening,>90,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,4.0,16791.0,427.0,5.568344503761097,Inbound,Order Related,Delayed,Books & General merchandise,Morning,31-60,Other
1,2.0,19480.0,427.0,6.907755278982137,Outcall,Returns,Return request,Electronics,Morning,>90,Other
0,49.0,14456.0,427.0,5.703782474656201,Inbound,Order Related,Delayed,Books & General merchandise,Evening,On Job Training,Other
1,4.0,1747.0,427.0,7.003065458786462,Inbound,Order Related,Delayed,Electronics,Morning,0-30,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Evening,61-90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Unknown,Evening,61-90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,0-30,Unknown
1,101.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,On Job Training,Unknown
1,22.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
0,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,0-30,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,4.0,6684.0,427.0,6.476972362889683,Outcall,Returns,Return request,Electronics,Morning,>90,Other
1,1.0,15818.0,427.0,6.907755278982137,Inbound,Returns,Wrong,Electronics,Afternoon,>90,Other
0,4.0,12964.0,427.0,5.5134287461649825,Inbound,Order Related,Delayed,Books & General merchandise,Evening,>90,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,0-30,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,61-90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Evening,>90,Unknown
1,20.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,>90,Unknown
0,11.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Evening,On Job Training,Unknown
1,21.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Online Payment Issues,Unknown,Evening,On Job Training,Unknown
1,2.0,4363.0,427.0,5.293304824724492,Inbound,Order Related,Delayed,Home,Morning,>90,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,>90,Unknown
1,24.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,0-30,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,94.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Morning,0-30,Unknown
1,23.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,Other,Unknown,Morning,>90,Unknown
0,8.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,>90,Unknown
1,96.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Night,31-60,Unknown
0,1.0,11993.0,427.0,6.184148890937483,Inbound,Order Related,Order status enquiry,LifeStyle,Morning,0-30,Other
1,2.0,27172.0,427.0,6.214608098422191,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Evening,>90,Other
0,4.0,7143.0,427.0,6.907755278982137,Inbound,Payments related,Other,Books & General merchandise,Morning,31-60,Other
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,0-30,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
