"id";"age";"job";"marital";"education";"default_status";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"outcome";"target"
"45145";"60";"admin.";"divorced";"secondary";"no";"683.00";"no";"no";"cellular";"8";"nov";"507";"1";"-1";"0";"unknown";"no"
"45146";"28";"services";"single";"tertiary";"no";"441.00";"no";"no";"cellular";"8";"nov";"106";"1";"-1";"0";"unknown";"no"
"45147";"49";"unemployed";"divorced";"tertiary";"no";"780.00";"no";"no";"cellular";"8";"nov";"148";"1";"871";"2";"failure";"no"
"45148";"42";"admin.";"divorced";"secondary";"no";"490.00";"yes";"no";"cellular";"8";"nov";"212";"1";"97";"5";"other";"no"
"45149";"22";"student";"single";"secondary";"no";"2488.00";"no";"no";"cellular";"8";"nov";"449";"2";"38";"10";"other";"yes"
"45150";"38";"technician";"married";"tertiary";"no";"88.00";"no";"no";"cellular";"8";"nov";"282";"2";"186";"4";"success";"yes"
"45151";"65";"management";"married";NULL;"no";"2352.00";"no";"no";"cellular";"8";"nov";"354";"3";"188";"13";"success";"no"
"45152";"47";"management";"single";"tertiary";"no";"311.00";"yes";"yes";"cellular";"9";"nov";"255";"3";"378";"2";"failure";"no"
"45153";"61";"housemaid";"married";"primary";"no";"182.00";"no";"no";"cellular";"9";"nov";"335";"1";"92";"13";"failure";"no"
"45154";"64";"retired";"married";"tertiary";"no";"2059.00";"no";"yes";"cellular";"9";"nov";"326";"1";"95";"1";"other";"no"
"45155";"63";"retired";"married";"primary";"no";"3738.00";"no";"no";"telephone";"9";"nov";"301";"1";"456";"4";"failure";"no"
"45156";"44";"entrepreneur";"married";"tertiary";"no";"121.00";"no";"no";"cellular";"9";"nov";"248";"1";"91";"1";"success";"yes"
"45157";"37";"management";"married";"tertiary";"no";"3556.00";"no";"no";"cellular";"9";"nov";"268";"1";"-1";"0";"unknown";"yes"
"45158";"52";"technician";"married";"tertiary";"no";"0.00";"no";"no";"cellular";"9";"nov";"467";"3";"92";"7";"failure";"yes"
"45159";"34";"student";"single";NULL;"no";"2321.00";"no";"no";"cellular";"9";"nov";"600";"2";"99";"5";"failure";"no"
"45160";"60";"services";"married";"secondary";"no";"4428.00";"no";"no";"cellular";"9";"nov";"125";"1";"96";"6";"failure";"no"
"45161";"35";"technician";"married";"secondary";"no";"0.00";"yes";"no";"cellular";"9";"nov";"524";"1";"96";"5";"success";"yes"
"45162";"31";"management";"married";"tertiary";"no";"720.00";"yes";"no";"cellular";"9";"nov";"94";"3";"-1";"0";"unknown";"no"
"45163";"29";"admin.";"single";"secondary";"no";"464.00";"no";"no";"cellular";"9";"nov";"208";"2";"91";"3";"success";"yes"
"45164";"71";"retired";"married";"secondary";"no";"2064.00";"no";"no";"cellular";"9";"nov";"379";"2";"92";"3";"failure";"no"
"45165";"35";"services";"married";"tertiary";"no";"4655.00";"no";"no";"cellular";"9";"nov";"111";"2";"-1";"0";"unknown";"no"
"45166";"33";"technician";"married";"tertiary";"no";"2976.00";"yes";"no";"cellular";"9";"nov";"465";"2";"95";"12";"other";"no"
"45167";"41";"unemployed";"single";"tertiary";"no";"79.00";"no";"no";"Tel";"9";"nov";"394";"1";"390";"2";"success";"yes"
"45168";"48";"admin.";"married";"secondary";"no";"178.00";"no";"no";"cellular";"10";"nov";"228";"1";"-1";"0";"unknown";"no"
"45169";"62";"retired";"married";"tertiary";"no";"2557.00";"yes";"no";"cellular";"10";"nov";"404";"1";"57";"8";"success";"yes"
"45170";"31";"management";"married";"tertiary";"no";"2994.00";"yes";"no";"cellular";"10";"nov";"182";"1";"229";"2";"failure";"no"
"45171";"19";"student";"single";"primary";"no";"245.00";"no";"no";"telephone";"10";"nov";"98";"2";"110";"2";"other";"no"
"45172";"33";"admin.";"single";"secondary";"no";"690.00";"no";"no";"cellular";"10";"nov";"223";"3";"555";"16";"failure";"no"
"45173";"30";"technician";"single";"tertiary";"no";"2325.00";"no";"no";"cellular";"10";"nov";"134";"1";"92";"8";"success";"no"
"45174";"36";"admin.";"single";"tertiary";"no";"980.00";"no";"no";"cellular";"11";"nov";"118";"4";"104";"7";"failure";"no"
"45175";"62";"blue-collar";"married";"secondary";"no";"272.00";"no";"no";"cellular";"11";"nov";"289";"1";"92";"3";"success";"yes"
"45176";"38";"entrepreneur";"single";"secondary";"no";"2543.00";"no";"no";"cellular";"11";"nov";"357";"3";"93";"5";"success";"yes"
"45177";"54";"admin.";"married";"secondary";"no";"66.00";"yes";"no";"cellular";"11";"nov";"167";"1";"-1";"0";"unknown";"yes"
"45178";"36";"admin.";"divorced";"secondary";"no";"1224.00";"yes";"no";"cellular";"12";"nov";"482";"1";"374";"1";"success";"yes"
"45179";"34";"blue-collar";"married";"secondary";"no";"320.00";"yes";"no";"cellular";"12";"nov";"413";"1";"92";"3";"success";"yes"
"45180";"34";"technician";"married";"secondary";"no";"1026.00";"no";"no";"cellular";"12";"nov";"319";"1";"100";"6";"failure";"no"
"45181";"66";"retired";"married";"secondary";"no";"3409.00";"no";"no";"cellular";"15";"nov";"414";"2";"27";"6";"failure";"no"
"45182";"46";"blue-collar";"married";"secondary";"no";"6879.00";"no";"no";"cellular";"15";"nov";"74";"2";"118";"3";"failure";"no"
"45183";"34";"technician";"married";"secondary";"no";"133.00";"no";"no";"cellular";"15";"nov";"401";"2";"187";"5";"success";"yes"
"45184";"70";"retired";"married";"primary";"no";"324.00";"no";"no";"cellular";"15";"nov";"78";"1";"96";"7";"success";"no"
"45185";"63";"retired";"married";"secondary";"no";"1495.00";"no";"no";"cellular";"16";"nov";"138";"1";"22";"5";"success";"no"
"45186";"60";"services";"married";"tertiary";"no";"4256.00";"yes";"no";"cellular";"16";"nov";"200";"1";"92";"4";"success";"yes"
"45187";"59";"???";"married";NULL;"no";"1500.00";"no";"no";"cellular";"16";"nov";"280";"1";"104";"2";"failure";"no"
"45188";"32";"services";"single";"secondary";"no";"1168.00";"yes";"no";"cellular";"16";"nov";"411";"1";"-1";"0";"unknown";"yes"
"45189";"29";"management";"single";"secondary";"no";"703.00";"yes";"no";"cellular";"16";"nov";"236";"1";"550";"2";"success";"yes"
"45190";"25";"services";"single";"secondary";"no";"199.00";"no";"no";"cellular";"16";"nov";"173";"1";"92";"5";"failure";"no"
"45191";"32";"blue-collar";"married";"secondary";"no";"136.00";"no";"no";"cellular";"16";"nov";"206";"1";"188";"3";"success";"yes"
"45192";"75";"retired";"divorced";"tertiary";"no";"3810.00";"yes";"no";"cellular";"16";"nov";"262";"1";"183";"1";"failure";"yes"
"45193";"29";"management";"single";"tertiary";"no";"765.00";"no";"no";"cellular";"16";"nov";"238";"1";"-1";"0";"unknown";"yes"
"45194";"28";"self-employed";"single";"tertiary";"no";"159.00";"no";"no";"cellular";"16";"nov";"449";"2";"33";"4";"success";"yes"
"45195";"59";"management";"married";"tertiary";"no";"138.00";"yes";"yes";"cellular";"16";"nov";"162";"2";"187";"5";"failure";"no"
"45196";"68";"retired";"married";"secondary";"no";"1146.00";"no";"no";"cellular";"16";"nov";"212";"1";"187";"6";"success";"yes"
"45197";"25";"student";"single";"secondary";"no";"358.00";"no";"no";"cellular";"16";"nov";"330";"1";"-1";"0";"unknown";"yes"
"45198";"36";"management";"single";"secondary";"no";"1511.00";"yes";"no";"cellular";"16";"nov";"270";"1";"-1";"0";"unknown";"yes"
"45199";"37";"management";"married";"tertiary";"no";"1428.00";"no";"no";"cellular";"16";"nov";"333";"2";"-1";"0";"unknown";"no"
"45200";"34";"blue-collar";"single";"secondary";"no";"1475.00";"yes";"no";"cellular";"16";"nov";"1166";"3";"530";"12";"other";"no"
"45201";"38";"technician";"married";"secondary";"no";"557.00";"yes";"no";"cellular";"16";"nov";"1556";"4";"-1";"0";"unknown";"yes"
"45202";"53";"management";"married";"tertiary";"no";"583.00";"no";"no";"cellular";"17";"nov";"226";"1";"184";"4";"success";"yes"
"45203";"34";"admin.";"single";"secondary";"no";"557.00";"no";"no";"cellular";"17";"nov";"224";"1";"-1";"0";"unknown";"yes"
"45204";"23";"student";"single";"tertiary";"no";"113.00";"no";"no";"cellular";"17";"nov";"266";"1";"-1";"0";"unknown";"yes"
"45205";"73";"retired";"married";"secondary";"no";"2850.00";"no";"no";"cellular";"17";"nov";"300";"1";"40";"8";"failure";"yes"
"45206";"25";"technician";"single";"2nd";"no";"505.00";"no";"yes";"cellular";"17";"nov";"386";"2";"-1";"0";"unknown";"yes"
"45207";"51";"technician";"married";"tertiary";"no";"825.00";"no";"no";"cellular";"17";"nov";"977";"3";"-1";"0";"unknown";"yes"
"45208";"71";"retired";"divorced";"primary";"no";"1729.00";"no";"no";"cellular";"17";"nov";"456";"2";"-1";"0";"unknown";"yes"
"45209";"72";"retired";"married";"secondary";"no";"5715.00";"no";"no";"cellular";"17";"nov";"1127";"5";"184";"3";"success";"yes"
"45210";"57";"blue-collar";"married";"secondary";"no";"668.00";"no";"no";"telephone";"17";"nov";"508";"4";"-1";"0";"unknown";"no"
"45211";"37";"entrepreneur";"married";"secondary";"no";"2971.00";"no";"no";"cellular";"17";"nov";"361";"2";"188";"11";"other";"no"
