@relation weka_ready_dataset

@attribute Source_Port numeric
@attribute Destination_Port numeric
@attribute Protocol {ICMP,UDP,TCP}
@attribute Packet_Length numeric
@attribute Packet_Type {Data,Control}
@attribute Traffic_Type {HTTP,DNS,FTP}
@attribute Malware_Indicators {IoC_Detected,None}
@attribute Anomaly_Scores numeric
@attribute Alerts_Warnings {No_Alert,Alert_Triggered}
@attribute Attack_Type {Malware,DDoS,Intrusion}
@attribute Attack_Signature {Known_Pattern_B,Known_Pattern_A}
@attribute Severity_Level {Low,Medium,High}
@attribute Network_Segment {Segment_A,Segment_B,Segment_C}
@attribute Firewall_Logs {Log_Data,None}
@attribute IDS_IPS_Alerts {None,Alert_Data}
@attribute Log_Source {Server,Firewall}
@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute Hour numeric
@attribute DayOfWeek numeric
@attribute Source_IP_Numeric numeric
@attribute Dest_IP_Numeric numeric
@attribute Proxy_IP_Numeric numeric
@attribute Action_Taken {Logged,Blocked,Ignored}

@data
43345,52084,TCP,1300,Control,FTP,None,87.23,No_Alert,Malware,Known_Pattern_A,Low,Segment_C,None,None,Server,2022,5,2,15,0,294801094,3212431533,0,Blocked
13037,37760,ICMP,931,Data,FTP,None,47.8,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_B,None,Alert_Data,Firewall,2021,4,3,10,5,1479095036,3238972965,3123233217,Logged
58905,60853,UDP,780,Control,HTTP,IoC_Detected,64.81,Alert_Triggered,Intrusion,Known_Pattern_A,Low,Segment_A,None,Alert_Data,Firewall,2020,10,1,1,3,405061423,3558381188,0,Blocked
47190,22648,TCP,1029,Data,FTP,IoC_Detected,48.98,Alert_Triggered,Intrusion,Known_Pattern_A,Low,Segment_A,None,Alert_Data,Server,2022,3,30,23,2,1149624183,929464945,0,Blocked
63931,63821,ICMP,1273,Control,DNS,None,21.37,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_B,None,None,Server,2023,1,9,13,0,2877789995,880237137,1762898827,Blocked
39816,11665,ICMP,1166,Control,FTP,IoC_Detected,12.89,No_Alert,Malware,Known_Pattern_A,Low,Segment_A,None,None,Server,2022,8,18,0,3,2954551502,879416552,0,Ignored
12808,23053,UDP,939,Data,HTTP,IoC_Detected,44.48,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_A,None,Alert_Data,Firewall,2020,4,22,7,2,1415971362,1455569673,0,Blocked
62319,40750,TCP,907,Data,FTP,None,7.16,No_Alert,Intrusion,Known_Pattern_A,Low,Segment_C,Log_Data,Alert_Data,Server,2020,11,15,19,6,3010502442,190139138,0,Blocked
15428,15004,TCP,968,Control,HTTP,None,94.09,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_C,None,None,Firewall,2023,7,25,19,1,1243103115,751608827,2510120686,Logged
16242,7760,UDP,1182,Data,HTTP,None,14.64,No_Alert,Malware,Known_Pattern_A,High,Segment_C,None,Alert_Data,Server,2022,7,14,0,3,1146367771,437284617,0,Logged
44416,49245,TCP,308,Control,DNS,None,34.42,No_Alert,Intrusion,Known_Pattern_B,Medium,Segment_B,Log_Data,None,Server,2021,12,21,6,1,44713538,2975308159,0,Ignored
18163,47905,ICMP,484,Data,FTP,IoC_Detected,26.12,Alert_Triggered,Intrusion,Known_Pattern_A,Low,Segment_C,None,None,Server,2022,3,29,0,1,3284514478,1378906453,160881110,Logged
61046,36017,TCP,80,Data,HTTP,IoC_Detected,81.43,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_C,None,None,Firewall,2020,2,5,3,2,895439274,3715133449,1997640137,Blocked
29638,39965,TCP,1159,Data,DNS,IoC_Detected,76.13,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_B,None,None,Firewall,2023,3,25,23,5,386603321,1208184590,0,Logged
28999,53882,TCP,493,Data,FTP,IoC_Detected,20.91,No_Alert,Malware,Known_Pattern_B,Low,Segment_A,None,None,Firewall,2020,5,24,23,6,2071718162,2576543871,806390949,Blocked
42901,35235,ICMP,278,Control,DNS,None,69.79,No_Alert,Malware,Known_Pattern_B,High,Segment_B,None,Alert_Data,Server,2022,3,7,10,0,1733057649,2985614276,1312097214,Logged
50905,42495,ICMP,66,Data,DNS,IoC_Detected,47.94,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_A,Log_Data,None,Firewall,2021,8,1,5,6,3274869846,1603330411,2606048217,Blocked
15104,40170,ICMP,1175,Data,HTTP,None,48.81,Alert_Triggered,Malware,Known_Pattern_A,High,Segment_B,Log_Data,None,Firewall,2020,3,28,5,5,68779882,2608574676,0,Ignored
62246,36091,TCP,350,Control,HTTP,IoC_Detected,83.6,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_B,None,None,Server,2023,8,11,22,4,1896151729,1656416717,3615828221,Ignored
57772,58703,UDP,1034,Control,FTP,IoC_Detected,61.47,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_B,Log_Data,None,Firewall,2023,3,24,18,4,3220466996,1285063901,0,Blocked
19417,37155,TCP,899,Control,FTP,IoC_Detected,70.37,Alert_Triggered,Malware,Known_Pattern_A,Medium,Segment_C,None,Alert_Data,Server,2023,2,21,3,1,2876772698,1690997111,0,Ignored
6700,60440,UDP,762,Data,HTTP,IoC_Detected,91.98,No_Alert,Malware,Known_Pattern_B,High,Segment_C,None,Alert_Data,Firewall,2020,9,26,2,5,1895208730,3181772409,0,Logged
16610,55238,TCP,1215,Data,HTTP,IoC_Detected,9.83,No_Alert,Intrusion,Known_Pattern_A,High,Segment_C,Log_Data,None,Firewall,2022,2,13,5,6,3408034041,1950690019,3034468290,Blocked
52673,35025,TCP,403,Data,DNS,None,22.12,No_Alert,Malware,Known_Pattern_A,Medium,Segment_C,Log_Data,Alert_Data,Server,2020,2,4,23,1,2322009671,704740333,3629333648,Ignored
22418,26940,UDP,550,Data,DNS,IoC_Detected,3.59,No_Alert,Intrusion,Known_Pattern_B,Medium,Segment_B,Log_Data,Alert_Data,Firewall,2022,6,21,3,1,2782424110,1076798942,1497977554,Ignored
57297,16678,TCP,800,Control,HTTP,None,13.61,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_A,None,None,Server,2021,11,8,21,0,670133268,1220591857,2792132662,Logged
43887,8442,TCP,449,Data,HTTP,IoC_Detected,65.97,No_Alert,Intrusion,Known_Pattern_B,High,Segment_A,Log_Data,None,Server,2021,9,1,1,2,3323542797,3543593719,0,Logged
60341,55528,UDP,1039,Data,HTTP,IoC_Detected,75.55,No_Alert,Intrusion,Known_Pattern_A,High,Segment_B,Log_Data,None,Firewall,2022,5,14,7,5,952822572,270742398,0,Logged
37698,51948,ICMP,812,Control,DNS,None,18.68,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_A,None,None,Firewall,2023,6,20,22,1,1698792851,2674210926,145965172,Ignored
40450,26226,UDP,1050,Control,FTP,IoC_Detected,95.64,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_A,None,None,Server,2020,5,4,18,0,3491740217,3126699517,2304753505,Blocked
38359,59570,UDP,371,Data,DNS,IoC_Detected,46.51,Alert_Triggered,Malware,Known_Pattern_A,Medium,Segment_C,Log_Data,None,Firewall,2023,10,4,12,2,516737326,207653398,1750445350,Logged
4840,51816,UDP,950,Control,DNS,None,35.69,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_C,Log_Data,None,Firewall,2022,3,15,10,1,3197889140,2212290372,0,Ignored
24682,12097,UDP,586,Control,DNS,IoC_Detected,14.39,No_Alert,DDoS,Known_Pattern_A,Low,Segment_A,Log_Data,Alert_Data,Firewall,2021,10,2,1,5,3590529821,1262842255,509619978,Blocked
31846,46558,TCP,219,Control,DNS,IoC_Detected,77.26,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_B,Log_Data,Alert_Data,Server,2020,11,28,13,5,2387819205,1618376670,1163680539,Ignored
63322,9294,UDP,474,Control,FTP,None,60.21,No_Alert,DDoS,Known_Pattern_B,High,Segment_B,None,None,Server,2022,6,18,22,5,3448756782,143974694,0,Ignored
15968,2906,ICMP,876,Data,HTTP,None,92.55,Alert_Triggered,Malware,Known_Pattern_A,High,Segment_C,None,Alert_Data,Firewall,2022,1,6,3,3,1984562264,1316049659,0,Blocked
58276,64140,ICMP,323,Data,FTP,None,74.23,Alert_Triggered,Intrusion,Known_Pattern_A,High,Segment_A,Log_Data,None,Server,2022,2,11,16,4,747872468,367657596,0,Logged
49750,3261,UDP,909,Control,HTTP,None,14.34,No_Alert,DDoS,Known_Pattern_A,High,Segment_B,None,None,Firewall,2023,10,5,22,3,1277300413,1057922736,0,Blocked
28113,25102,UDP,682,Data,DNS,IoC_Detected,55.11,No_Alert,DDoS,Known_Pattern_A,Low,Segment_B,None,None,Firewall,2020,10,8,8,3,1120170157,3575564033,0,Logged
61803,56301,ICMP,1278,Data,HTTP,IoC_Detected,18.66,No_Alert,Intrusion,Known_Pattern_B,High,Segment_B,None,None,Server,2022,12,2,3,4,294992779,3005087461,0,Ignored
58549,7033,ICMP,862,Control,FTP,IoC_Detected,97.58,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_A,Log_Data,None,Firewall,2020,5,22,14,4,2472420646,635480569,0,Ignored
19512,3314,UDP,1279,Data,DNS,IoC_Detected,39.59,No_Alert,Malware,Known_Pattern_A,High,Segment_A,None,None,Firewall,2021,10,16,13,5,3130474566,2327141830,591418498,Blocked
23619,27502,TCP,1146,Data,DNS,IoC_Detected,57.3,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_B,Log_Data,None,Firewall,2022,11,1,4,1,793842677,1334793151,251035346,Blocked
16324,15802,TCP,1179,Control,HTTP,None,79.12,No_Alert,DDoS,Known_Pattern_A,High,Segment_B,None,None,Firewall,2022,4,6,6,2,766113369,843283707,0,Logged
9377,11991,TCP,757,Data,FTP,IoC_Detected,90.07,No_Alert,DDoS,Known_Pattern_B,Low,Segment_B,None,None,Firewall,2021,6,16,15,2,2442439373,398599914,3560639401,Ignored
31009,34002,TCP,228,Data,FTP,IoC_Detected,5.04,No_Alert,Intrusion,Known_Pattern_A,Low,Segment_C,Log_Data,Alert_Data,Firewall,2022,6,25,22,5,3607491244,1691186268,1045643776,Ignored
50874,20969,UDP,1256,Control,HTTP,None,24.21,No_Alert,Intrusion,Known_Pattern_B,High,Segment_C,Log_Data,None,Server,2023,6,24,17,5,3130956306,1179933603,1628274966,Blocked
43145,51012,TCP,909,Control,DNS,None,45.3,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_B,None,Alert_Data,Server,2022,9,23,22,4,833394121,1789398322,3081747595,Ignored
33064,61221,UDP,351,Control,FTP,None,83.49,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_C,None,Alert_Data,Server,2023,7,23,5,6,2285597095,2161201594,0,Logged
3092,9318,UDP,113,Data,DNS,None,28.57,No_Alert,Intrusion,Known_Pattern_B,Medium,Segment_B,Log_Data,Alert_Data,Server,2020,5,21,23,3,35327337,810986607,0,Blocked
64448,60151,TCP,1058,Data,DNS,None,2.38,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_A,None,Alert_Data,Server,2023,5,24,9,2,1594005896,1250521203,204771339,Blocked
63633,46073,ICMP,77,Control,DNS,None,46.38,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_C,None,Alert_Data,Firewall,2021,1,9,0,5,930479211,1027914679,2543517425,Logged
11165,62652,UDP,665,Data,FTP,None,8.39,Alert_Triggered,Malware,Known_Pattern_A,High,Segment_B,None,None,Firewall,2020,3,19,19,3,934611676,211445744,0,Logged
10801,64104,TCP,65,Data,HTTP,None,0.15,No_Alert,Malware,Known_Pattern_B,High,Segment_B,None,Alert_Data,Server,2023,2,2,23,3,2576566870,637995860,0,Logged
41037,48504,TCP,1080,Data,DNS,None,84.23,Alert_Triggered,Intrusion,Known_Pattern_A,High,Segment_B,None,Alert_Data,Firewall,2023,6,24,15,5,2154139813,2298764203,0,Blocked
36006,54334,TCP,1035,Data,HTTP,None,9.77,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_B,Log_Data,Alert_Data,Firewall,2022,1,9,14,6,3362238763,1715642812,1397239737,Ignored
48042,24763,UDP,1472,Data,HTTP,IoC_Detected,9.32,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_C,None,None,Server,2020,10,23,17,4,91814032,1783893418,0,Ignored
62007,60217,ICMP,627,Control,FTP,IoC_Detected,20.92,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_C,Log_Data,None,Server,2021,5,5,1,2,455444182,2572683620,0,Blocked
14454,8236,TCP,1131,Control,HTTP,IoC_Detected,45.81,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_B,Log_Data,None,Server,2020,12,17,15,3,3491163311,3020180667,855705951,Logged
29403,40554,UDP,863,Control,DNS,IoC_Detected,80.35,No_Alert,Intrusion,Known_Pattern_B,Medium,Segment_A,None,Alert_Data,Server,2023,8,23,5,2,838087025,3009291122,186215762,Blocked
27364,27878,TCP,432,Control,HTTP,IoC_Detected,94.48,Alert_Triggered,Malware,Known_Pattern_A,Low,Segment_A,None,Alert_Data,Firewall,2022,2,21,15,0,2162671303,801265762,2370121817,Blocked
28992,54140,ICMP,119,Data,HTTP,None,65.17,Alert_Triggered,Malware,Known_Pattern_A,Medium,Segment_A,Log_Data,None,Firewall,2023,9,23,3,5,809572979,2700094647,0,Blocked
22264,27294,ICMP,139,Data,DNS,None,28.21,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_A,None,Alert_Data,Server,2021,5,26,6,2,2395316782,73586803,0,Blocked
35723,20507,TCP,247,Data,HTTP,None,40.07,Alert_Triggered,Intrusion,Known_Pattern_B,High,Segment_A,None,None,Firewall,2020,4,10,22,4,278539251,604165325,2476485431,Logged
39265,62717,UDP,355,Data,HTTP,IoC_Detected,87.35,Alert_Triggered,Malware,Known_Pattern_A,Medium,Segment_C,None,None,Server,2022,9,19,6,0,3230078199,2940987576,0,Ignored
18742,5899,TCP,921,Data,HTTP,IoC_Detected,60.65,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_A,Log_Data,Alert_Data,Server,2022,6,9,9,3,2097303150,436177511,1675837391,Ignored
25710,63862,TCP,846,Data,DNS,None,36.87,Alert_Triggered,Intrusion,Known_Pattern_A,High,Segment_A,None,Alert_Data,Server,2020,1,17,16,4,3528866976,1077253388,0,Logged
38072,45380,UDP,569,Control,FTP,None,12.42,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_C,None,Alert_Data,Firewall,2021,9,2,3,3,722234603,3367866957,0,Ignored
17901,19604,TCP,538,Data,HTTP,IoC_Detected,7.58,No_Alert,Malware,Known_Pattern_B,High,Segment_C,None,Alert_Data,Server,2020,1,6,20,0,2454391944,1406936255,0,Blocked
22040,32562,ICMP,1231,Data,HTTP,IoC_Detected,55.74,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_C,Log_Data,None,Firewall,2023,7,8,23,5,3108824136,1292931431,0,Ignored
49341,54297,TCP,365,Data,FTP,None,74.16,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_B,None,Alert_Data,Firewall,2020,8,24,21,0,2890805001,2920848776,1404955328,Logged
4193,62318,TCP,1032,Control,DNS,None,92.29,Alert_Triggered,Malware,Known_Pattern_B,Low,Segment_B,Log_Data,None,Server,2021,4,19,8,0,2708237917,2885310061,1508674348,Blocked
42980,38291,TCP,603,Data,HTTP,None,5.75,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_C,Log_Data,None,Server,2020,8,1,2,5,2908709815,2698977469,67947441,Logged
61241,41178,UDP,1175,Control,DNS,IoC_Detected,10.25,No_Alert,Malware,Known_Pattern_A,High,Segment_A,None,None,Firewall,2020,9,12,21,5,533803661,3099630656,264577038,Logged
48130,54586,TCP,1489,Control,FTP,None,74.96,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_A,Log_Data,Alert_Data,Server,2021,7,19,23,0,2207620818,3377646167,0,Ignored
3469,38837,UDP,760,Control,HTTP,IoC_Detected,62.45,No_Alert,Malware,Known_Pattern_A,Medium,Segment_A,None,None,Server,2023,8,19,14,5,1826661662,3719655916,0,Logged
30260,26032,UDP,329,Control,DNS,None,42.55,No_Alert,DDoS,Known_Pattern_B,Low,Segment_C,Log_Data,Alert_Data,Server,2021,9,1,10,2,1876831816,2302480585,0,Logged
4553,46213,ICMP,1152,Control,DNS,IoC_Detected,67.55,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_B,None,None,Server,2021,6,16,3,2,2603444315,953185031,2698585919,Ignored
14490,10235,TCP,519,Data,HTTP,IoC_Detected,51.96,Alert_Triggered,Malware,Known_Pattern_A,High,Segment_B,None,Alert_Data,Server,2022,4,13,10,2,2814194420,2675042606,3236194847,Blocked
44462,4040,UDP,593,Control,DNS,IoC_Detected,20.12,No_Alert,Malware,Known_Pattern_B,Low,Segment_A,None,None,Server,2022,6,17,11,4,924853909,162764296,2788244296,Ignored
35337,26944,TCP,384,Control,FTP,IoC_Detected,6.21,No_Alert,DDoS,Known_Pattern_A,Medium,Segment_A,None,None,Firewall,2020,9,5,2,5,2539286580,2651910929,2723857877,Ignored
8204,13075,TCP,259,Data,HTTP,IoC_Detected,73.14,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_C,Log_Data,None,Server,2023,6,30,18,4,3433986846,1215436751,3757249318,Logged
65150,20106,UDP,645,Control,DNS,None,27.74,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_B,Log_Data,Alert_Data,Firewall,2020,2,20,0,3,356104096,1572399172,0,Logged
25939,29659,ICMP,983,Control,HTTP,None,1.19,No_Alert,Malware,Known_Pattern_A,Medium,Segment_C,None,None,Firewall,2022,12,15,23,3,1097481631,1984456908,3271164056,Logged
19590,32028,ICMP,987,Data,FTP,None,66.94,No_Alert,Malware,Known_Pattern_A,Medium,Segment_A,Log_Data,Alert_Data,Server,2020,9,23,5,2,353991831,89315104,0,Blocked
58748,42262,UDP,462,Control,HTTP,IoC_Detected,74.47,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_B,None,Alert_Data,Firewall,2022,4,5,21,1,727899071,2787329331,988823357,Blocked
9830,6041,TCP,238,Control,HTTP,IoC_Detected,59.09,Alert_Triggered,DDoS,Known_Pattern_B,Medium,Segment_A,None,None,Firewall,2021,10,10,16,6,2391894501,2727935420,1948092011,Logged
14633,21333,ICMP,688,Control,DNS,None,41.03,No_Alert,DDoS,Known_Pattern_A,Medium,Segment_C,Log_Data,Alert_Data,Firewall,2022,11,19,7,5,1638853660,1784069881,0,Ignored
27607,3246,UDP,1468,Data,DNS,None,17.93,Alert_Triggered,Intrusion,Known_Pattern_B,Medium,Segment_B,Log_Data,Alert_Data,Server,2023,6,18,19,6,3190340085,3228357393,3017430758,Ignored
14554,14948,TCP,1143,Control,HTTP,None,71.25,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_B,Log_Data,None,Server,2020,10,12,10,0,1803741212,3050174246,1493332877,Blocked
17955,44330,UDP,716,Control,DNS,IoC_Detected,76.39,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_B,None,None,Server,2020,7,14,15,1,3183875056,3496281192,971253399,Ignored
56891,6329,UDP,1082,Control,FTP,IoC_Detected,59.04,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_B,None,Alert_Data,Server,2023,7,28,11,4,516391969,453038755,0,Logged
25328,26564,TCP,123,Control,FTP,None,37.7,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_A,None,Alert_Data,Firewall,2022,12,24,13,5,2655021515,2700714478,0,Ignored
28670,26405,UDP,1096,Control,FTP,IoC_Detected,74.5,No_Alert,Malware,Known_Pattern_A,Medium,Segment_C,None,Alert_Data,Firewall,2021,12,20,12,0,1659117445,1398386152,0,Ignored
46611,34595,TCP,1277,Data,DNS,IoC_Detected,95.47,Alert_Triggered,Intrusion,Known_Pattern_A,High,Segment_A,None,None,Firewall,2021,3,10,12,2,3136132715,3457347804,0,Blocked
23863,30626,TCP,1322,Control,FTP,None,22.84,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_B,Log_Data,None,Server,2020,4,22,23,2,2714406744,1840159032,0,Logged
62733,5993,TCP,162,Control,DNS,IoC_Detected,45.46,No_Alert,Malware,Known_Pattern_A,Low,Segment_A,None,Alert_Data,Server,2023,4,12,5,2,2630848155,3689293265,3710314062,Blocked
46281,20735,TCP,932,Data,DNS,None,7.71,Alert_Triggered,Malware,Known_Pattern_A,Medium,Segment_A,Log_Data,None,Server,2022,11,12,5,5,1288287493,2194014589,0,Logged
16900,18442,TCP,403,Control,FTP,IoC_Detected,46.12,No_Alert,DDoS,Known_Pattern_B,Low,Segment_C,Log_Data,Alert_Data,Server,2023,4,8,13,5,3398250176,2769155651,0,Logged
42401,25566,TCP,113,Data,FTP,IoC_Detected,42.22,No_Alert,Intrusion,Known_Pattern_A,Low,Segment_A,None,Alert_Data,Server,2021,2,24,21,2,140528001,2266936121,0,Ignored
48861,6120,UDP,1401,Control,HTTP,None,54.28,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_B,Log_Data,None,Firewall,2021,7,5,11,0,2669470480,80102588,1405899334,Blocked
26382,55888,ICMP,209,Data,FTP,IoC_Detected,19.19,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_C,Log_Data,None,Server,2023,3,18,3,5,2914567236,995426089,378487695,Blocked
41367,25588,ICMP,980,Data,HTTP,IoC_Detected,17.94,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_A,None,None,Server,2023,5,10,12,2,2019473024,1306739544,936203137,Logged
57627,2583,ICMP,1313,Control,DNS,None,80.29,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_A,Log_Data,Alert_Data,Server,2022,12,16,15,4,2948056197,3700318490,0,Logged
10336,20758,UDP,854,Data,HTTP,IoC_Detected,36.61,No_Alert,DDoS,Known_Pattern_A,Low,Segment_C,Log_Data,Alert_Data,Firewall,2022,7,14,10,3,2231035527,1297965718,0,Logged
17798,47032,TCP,1145,Control,HTTP,None,59.13,No_Alert,Malware,Known_Pattern_A,Medium,Segment_A,None,None,Server,2022,6,8,0,2,840833451,1249491215,3526003010,Logged
35426,35040,ICMP,1046,Data,FTP,IoC_Detected,90.49,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_B,Log_Data,Alert_Data,Firewall,2020,9,1,22,1,1258199089,259573402,0,Blocked
43438,46629,UDP,705,Data,DNS,None,41.55,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_A,Log_Data,None,Firewall,2022,5,16,22,0,394192211,644935676,179981335,Logged
10748,48952,UDP,449,Control,FTP,None,94.57,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_A,None,Alert_Data,Firewall,2023,3,8,16,2,1883949912,3063050956,1851926165,Ignored
13774,1710,ICMP,1141,Data,FTP,None,25.08,No_Alert,Intrusion,Known_Pattern_B,Medium,Segment_A,None,None,Firewall,2022,10,28,20,4,2455581971,2361269666,290440656,Logged
28795,44302,UDP,128,Control,HTTP,IoC_Detected,68.9,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_C,None,None,Server,2021,9,12,14,6,2341460471,2826334550,0,Logged
23890,36485,TCP,1441,Control,FTP,IoC_Detected,0.88,No_Alert,Malware,Known_Pattern_A,Medium,Segment_C,None,Alert_Data,Firewall,2020,3,27,22,4,2581956143,3612866503,0,Blocked
27329,9605,TCP,979,Data,HTTP,IoC_Detected,57.27,No_Alert,Malware,Known_Pattern_B,Low,Segment_B,None,None,Firewall,2023,1,25,11,2,2230341384,1288485069,0,Logged
43948,19290,ICMP,587,Control,DNS,None,99.32,Alert_Triggered,DDoS,Known_Pattern_B,Medium,Segment_A,Log_Data,None,Server,2023,4,22,15,5,900144607,3688272162,704772133,Logged
27186,12488,TCP,1046,Data,DNS,IoC_Detected,92.22,No_Alert,Malware,Known_Pattern_A,High,Segment_B,Log_Data,Alert_Data,Server,2020,12,16,18,2,56894365,2693187564,0,Ignored
57420,46294,UDP,205,Data,DNS,None,70.95,No_Alert,DDoS,Known_Pattern_A,Medium,Segment_C,None,Alert_Data,Server,2022,12,31,11,5,700333303,1900147192,0,Logged
52931,24785,TCP,377,Data,FTP,IoC_Detected,50.61,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_B,Log_Data,Alert_Data,Firewall,2020,8,16,1,6,875342934,141755576,3391390800,Ignored
23974,55230,UDP,1101,Control,DNS,IoC_Detected,79.95,No_Alert,Malware,Known_Pattern_A,Low,Segment_C,Log_Data,None,Firewall,2020,11,6,3,4,2564248923,2231681651,860307144,Logged
10839,20309,TCP,1159,Data,FTP,IoC_Detected,23.11,Alert_Triggered,Malware,Known_Pattern_B,Low,Segment_A,Log_Data,Alert_Data,Firewall,2022,3,17,5,3,1591316618,3048337226,2896670367,Logged
30597,5526,UDP,1300,Control,FTP,IoC_Detected,83.27,No_Alert,Malware,Known_Pattern_A,Medium,Segment_B,None,None,Server,2023,1,25,3,2,1428256771,3222853796,1260468258,Ignored
49084,2164,TCP,887,Data,DNS,None,45.05,No_Alert,Intrusion,Known_Pattern_B,High,Segment_B,Log_Data,None,Server,2020,8,6,17,3,2323085481,941968830,1737579955,Logged
41457,58993,ICMP,736,Data,HTTP,IoC_Detected,17.57,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_B,Log_Data,Alert_Data,Firewall,2022,8,1,11,0,2633574138,2613079532,0,Ignored
36271,60661,UDP,857,Control,HTTP,IoC_Detected,91.99,Alert_Triggered,Malware,Known_Pattern_B,Low,Segment_B,None,None,Server,2021,9,6,3,0,1702241353,3544663902,3235628636,Blocked
8238,39273,ICMP,168,Data,FTP,IoC_Detected,44.72,Alert_Triggered,Malware,Known_Pattern_A,Low,Segment_A,Log_Data,None,Server,2020,11,14,19,5,1919558921,1302017263,0,Ignored
15152,8664,ICMP,533,Data,FTP,None,16.85,Alert_Triggered,Malware,Known_Pattern_A,Low,Segment_A,Log_Data,None,Firewall,2020,5,26,7,1,719054818,236021663,2886422562,Blocked
43760,45810,TCP,785,Control,HTTP,IoC_Detected,53.94,No_Alert,DDoS,Known_Pattern_A,High,Segment_C,Log_Data,None,Firewall,2021,6,25,15,4,2899114394,263798930,3470052677,Logged
26040,55744,UDP,691,Data,HTTP,IoC_Detected,86.76,Alert_Triggered,Malware,Known_Pattern_A,Low,Segment_C,None,None,Firewall,2020,3,17,15,1,1299961191,1347315266,0,Blocked
42776,53263,UDP,1309,Control,FTP,IoC_Detected,53.38,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_C,Log_Data,None,Server,2023,6,18,1,6,2607727880,2057875629,3125850028,Ignored
34078,55339,UDP,489,Control,FTP,IoC_Detected,67.62,Alert_Triggered,Intrusion,Known_Pattern_A,Low,Segment_B,None,Alert_Data,Firewall,2021,4,14,7,2,3662720366,192214002,0,Logged
43701,53804,ICMP,480,Data,DNS,IoC_Detected,60.79,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_B,None,Alert_Data,Firewall,2021,3,13,9,5,2968187600,2408935058,364785247,Blocked
2217,33200,UDP,390,Control,DNS,IoC_Detected,35.39,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_C,None,None,Server,2021,1,6,2,2,2386368596,2358978117,0,Logged
22068,62165,TCP,487,Control,DNS,None,2.25,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_B,None,None,Firewall,2022,6,26,18,6,2285208689,3560401748,76665749,Ignored
9540,22637,TCP,543,Control,HTTP,None,16.16,No_Alert,Intrusion,Known_Pattern_A,High,Segment_B,None,Alert_Data,Firewall,2020,4,17,0,4,1058867343,832651623,2988218867,Ignored
